,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1158,flat,smart world gems,sector 89,0.85,7706.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,North-East,Under Construction,,,1103.0,1,0,0,0,0,0,45
1159,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,3.0,East,Relatively New,,,1650.0,1,1,0,0,0,1,124
1160,flat,the close north,sector 50,2.35,11768.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3+,8.0,North-East,Moderately Old,1997.0,1950.0,1850.0,0,0,0,0,0,1,165
1162,flat,sbtl caladium,sector 109,1.68,6601.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,7.0,East,Moderately Old,2545.0,,,0,1,0,0,0,0,134
1163,flat,m3m golfestate,sector 65,6.15,18287.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,23.0,,Moderately Old,3363.0,,2710.0,1,1,0,0,0,1,60
1164,flat,m3m skycity,sector 65,1.8,13699.0,1314.0,Carpet area: 1310 (121.7 sq.m.),2,2,3,13.0,,New Property,,,1310.0,0,0,0,0,0,0,73
1165,flat,breez global hill view,sohna road,0.35,6318.0,554.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,14.0,West,New Property,,,554.1255719999999,0,0,0,0,0,0,53
1166,flat,hector trimurti heights,sector 39,1.5,6383.0,2350.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10.0,South-East,Old Property,,,2350.0,0,1,0,0,0,2,49
1167,flat,breez global heights,sohna road,0.39,4105.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 720 sq.ft. (66.89 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2,2,2,3.0,,Relatively New,950.0,720.0,610.0,0,0,0,0,0,0,0
1168,flat,dlf the ultima,sector 81,2.5,11726.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 2130 sq.ft. (197.88 sq.m.)Carpet area: 2129 sq.ft. (197.79 sq.m.),3,3,2,4.0,South-East,Relatively New,2132.0,2130.0,2129.0,0,1,0,0,0,2,82
1169,flat,ild greens,sector 37c,1.0,4724.0,2117.0,Super Built up area 1800(167.23 sq.m.),3,3,3,3.0,,Under Construction,1800.0,,,0,0,0,0,0,0,51
1170,flat,ats tourmaline,sector 109,2.3,8897.0,2585.0,Super Built up area 2585(240.15 sq.m.),3,4,3+,10.0,East,New Property,2585.0,,,0,1,0,0,1,0,74
1171,flat,tulip violet,sector 69,1.4,8872.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,11.0,North,Relatively New,1578.0,,,0,0,0,1,0,0,126
1172,flat,sare crescent parc,sector 92,0.51,4080.0,1250.0,Super Built up area 1250(116.13 sq.m.),3,2,2,2.0,North,Relatively New,1250.0,,,0,0,0,0,0,0,72
1173,flat,dlf the primus,sector 82a,1.87,10395.0,1799.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3,31.0,East,Moderately Old,1799.0,,1538.0,0,0,0,1,0,0,38
1174,flat,bptp terra,sector 37d,1.65,7531.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4,3,3+,6.0,West,Relatively New,2191.0,2091.0,1991.0,0,0,0,0,0,1,149
1175,house,vatika independent floors,sector 82,1.4,8235.0,1700.0,Plot area 1700(157.94 sq.m.),3,3,2,3.0,North-West,New Property,,1700.0,,0,0,0,1,0,0,61
1176,flat,birla navya,sector 63a,3.15,14631.0,2153.0,Carpet area: 200,3,3,3,4.0,East,Under Construction,,,200.0,0,0,0,0,1,0,44
1177,house,bhim nagar society,sector 6,0.4,2500.0,1600.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4,2,2,1.0,East,Undefined,,1600.0,800.0,0,0,0,0,0,0,0
1178,flat,ss the leaf,sector 85,1.09,6667.0,1635.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),2,2,3,9.0,South-West,Relatively New,1640.0,1638.0,1635.0,0,0,1,0,0,0,174
1179,house,independent,sector 31,3.69,23699.0,1557.0,Plot area 173(144.65 sq.m.),4,4,2,2.0,East,Moderately Old,,1557.0,,1,1,0,1,0,1,75
1180,house,dlf city plots phase 2,sector 25,4.25,31481.0,1350.0,Plot area 150(125.42 sq.m.),3,2,3,2.0,North,Old Property,,1350.0,,1,0,0,0,0,0,35
1182,house,dlf city plots phase 2,sector 25,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),5,6,3+,3.0,East,Moderately Old,,4518.0,,1,1,1,1,0,0,144
1183,flat,assotech blith,sector 99,0.82,6007.0,1365.0,Built Up area: 1365 (126.81 sq.m.),2,2,3,0.0,,Undefined,,1365.0,,0,0,0,0,0,0,51
1184,house,surendra homes dayaindependentd colony,sector 6,0.75,15625.0,480.0,Built Up area: 480 (44.59 sq.m.),4,4,2,1.0,,Undefined,,480.0,,0,0,0,0,0,0,0
1185,house,independent,sector 3 phase 2,0.4,8000.0,500.0,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,0,1.0,South,Undefined,,500.0,300.0,0,0,0,0,0,0,0
1186,flat,pareena coban residences,sector 99a,1.13,5658.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,5,3,5.0,East,Relatively New,1997.0,1790.0,1500.0,0,1,0,0,1,0,49
1187,house,independent,sector 5,3.5,15556.0,2250.0,Plot area 2050(190.45 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.),6,5,2,3.0,North-East,Old Property,,2250.0,,1,1,0,1,1,2,155
1188,flat,signature global solera,sector 107,0.5,7752.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6.0,South-East,Relatively New,,,645.0,0,0,0,0,1,0,15
1189,flat,experion the heartsong,sector 108,0.9,7015.0,1283.0,Super Built up area 1283(119.19 sq.m.),2,3,3,7.0,East,Relatively New,1283.0,,,0,1,0,0,1,0,72
1190,flat,paras dews,sector 106,1.05,8537.0,1230.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,10.0,North-East,Relatively New,1760.0,1345.0,1230.0,0,1,0,0,0,0,174
1191,flat,tulip violet,sector 69,2.05,9951.0,2060.0,Super Built up area 2087(193.89 sq.m.),4,4,2,0.0,North-West,Relatively New,2087.0,,,0,0,0,0,0,0,157
1192,flat,dlf the primus,sector 82a,2.85,10936.0,2606.0,Super Built up area 2606(242.11 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,2.0,North-East,New Property,2606.0,,1800.0,0,1,0,0,0,2,174
1193,house,independent,sector 4,0.5,9259.0,540.0,Plot area 540(50.17 sq.m.),5,3,2,3.0,West,Old Property,,540.0,,0,0,0,0,0,0,0
1194,house,independent,sector 15,1.07,11889.0,900.0,Plot area 900(83.61 sq.m.),2,2,1,1.0,,Old Property,,900.0,,0,1,0,0,0,0,7
1195,flat,capital residences 360,sector 70a,1.68,8502.0,1976.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,3+,5.0,North-East,New Property,1976.0,1900.0,1560.0,0,1,0,0,0,0,141
1197,flat,orchid petals,sector 49,4.79,11629.0,4119.0,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,South,Relatively New,4115.0,,,1,1,0,1,0,0,49
1198,flat,today callidora,sector 73,1.0,7692.0,1300.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,13.0,,New Property,,,1300.0,0,0,0,0,0,0,0
1199,flat,supertech araville,sector 79,0.9,5882.0,1530.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2,2,3,5.0,,Relatively New,1530.0,1450.0,1400.0,1,0,0,0,0,0,53
1200,flat,dlf regal gardens,sector 90,1.26,7636.0,1650.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.),3,3,2,12.0,North,Relatively New,1744.0,1650.0,,0,0,0,0,1,0,8
1201,flat,ansal heights 86,sector 86,0.64,4706.0,1360.0,Built Up area: 1360 (126.35 sq.m.),2,2,1,3.0,,New Property,,1360.0,,0,0,0,0,0,0,73
1202,flat,central park 2 bellevue,sector 48,5.0,11628.0,4300.0,Carpet area: 4300 (399.48 sq.m.),3,4,3,14.0,North-East,Moderately Old,,,4300.0,0,0,0,0,0,0,82
1203,flat,imperia the esfera,sector 37c,0.9,6272.0,1435.0,Built Up area: 1435 (133.32 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,9.0,East,Undefined,,1435.0,1100.0,0,0,0,0,0,0,66
1204,flat,ansal api celebrity suites,sector 2,0.6,8163.0,735.0,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,Moderately Old,735.0,,,0,0,0,0,0,1,88
1205,flat,godrej habitat,sector 3,1.1,10407.0,1057.0,Super Built up area 1056.58(98.16 sq.m.),2,2,2,14.0,,Under Construction,1056.58,,,0,0,0,0,0,0,60
1206,flat,shree vardhman victoria,sector 70,1.65,8462.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,6.0,North-East,Relatively New,1950.0,,1161.0,0,1,0,1,0,0,167
1207,flat,ambience creacions,sector 22,2.79,15000.0,1860.0,Super Built up area 1860(172.8 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3,13.0,East,New Property,1860.0,,1300.0,0,0,0,0,0,2,158
1208,house,independent,sector 24,3.5,32407.0,1080.0,Plot area 120(100.34 sq.m.),5,4,3,3.0,North-West,Old Property,,1080.0,,0,0,0,0,0,0,15
1209,flat,sare crescent parc,sector 92,0.9,4259.0,2113.0,Super Built up area 1995(185.34 sq.m.),4,5,3+,3.0,,Relatively New,1995.0,,,0,1,0,0,0,0,0
1210,flat,godrej,sector 79,1.33,8531.0,1559.0,Super Built up area 1559(144.84 sq.m.),2,2,3,6.0,North-West,Relatively New,1559.0,,,1,0,0,0,0,0,158
1211,flat,raheja atharva,sector 109,2.2,9491.0,2318.0,Carpet area: 2318 (215.35 sq.m.),3,3,2,7.0,North,Moderately Old,,,2318.0,0,1,0,0,0,1,111
1212,flat,nul,gwal pahari,0.56,6054.0,925.0,Carpet area: 925 (85.94 sq.m.),2,2,1,11.0,,Old Property,,,925.0,0,0,0,0,0,1,0
1213,flat,maa bhagwati residency,sector 7,0.45,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,4.0,West,Relatively New,,,900.0,0,0,0,0,0,0,28
1214,flat,tulip violet,sector 69,1.4,9103.0,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,North-West,Relatively New,1538.0,,,0,0,0,0,0,1,157
1215,flat,imperia the esfera,sector 37c,0.7,4878.0,1435.0,Super Built up area 1435(133.32 sq.m.),2,3,3+,12.0,North,Under Construction,1435.0,,,1,0,0,0,1,0,58
1216,flat,godrej oasis,sector 88a,1.38,6680.0,2066.0,Carpet area: 2066 (191.94 sq.m.),3,3,3+,7.0,North,Relatively New,,,2066.0,0,1,0,0,0,0,72
1217,house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4,4,2,,East,Moderately Old,,3240.0,,0,1,1,1,0,0,88
1218,flat,dlf regal gardens,sector 90,1.29,9021.0,1430.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1540 sq.ft. (143.07 sq.m.)Carpet area: 1430 sq.ft. (132.85 sq.m.),3,3,3,7.0,East,Relatively New,1702.0,1540.0,1430.0,1,0,0,0,0,0,174
1219,house,independent,sector 31,4.6,32258.0,1426.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,Undefined,,1426.0,1069.0,0,0,0,0,0,0,0
1220,flat,signature global park,sohna road,0.9,8036.0,1120.0,Super Built up area 1120(104.05 sq.m.),3,2,2,2.0,South,Under Construction,1120.0,,,0,0,0,0,0,0,144
1221,flat,breez global heights 88a,sector 88a,0.5,8375.0,597.0,Carpet area: 597 (55.46 sq.m.),3,2,2,2.0,,Under Construction,,,597.0,0,0,0,0,0,0,15
1222,flat,experion windchants,sector 112,4.25,11294.0,3763.0,Super Built up area 3763(349.59 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),3,5,2,15.0,South,Relatively New,3763.0,3000.0,2800.0,0,1,0,1,0,0,72
1223,flat,paras dews,sector 106,1.2,6818.0,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,9.0,North-East,Relatively New,1760.0,1186.0,1130.0,0,1,0,0,0,0,174
1224,flat,gls arawali homes,sohna road,0.3,5291.0,567.0,Built Up area: 567 (52.68 sq.m.),2,2,0,10.0,,Undefined,,567.0,,0,0,0,0,0,0,0
1225,flat,antriksh heights,sector 84,0.6,5000.0,1200.0,Super Built up area 1200(111.48 sq.m.),2,2,2,14.0,North,Relatively New,1200.0,,,0,0,0,0,0,0,52
1226,house,independent,sector 39,15.0,33333.0,4500.0,Plot area 500(418.06 sq.m.),5,5,3+,4.0,,Moderately Old,,4500.0,,0,1,0,0,0,1,27
1227,flat,signature global orchard avenue,sector 93,0.4,7353.0,544.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,New Property,,,543.57695,0,0,0,0,0,0,37
1228,flat,sobha city,sector 108,2.4,17379.0,1381.0,Super Built up area 1381(128.3 sq.m.),2,2,2,14.0,,New Property,1381.0,,,0,0,0,0,0,1,113
1229,flat,rof ananda,sector 95,0.26,6842.0,380.0,Carpet area: 380 (35.3 sq.m.),1,1,1,8.0,North,New Property,,,380.0,0,0,0,0,0,0,49
1230,flat,m3m woodshire,sector 107,0.9,6589.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,4.0,,Relatively New,1366.0,,,0,0,0,0,0,0,21
1231,flat,cghs airport apartment,sector 47,1.65,7857.0,2100.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,1.0,North-East,Old Property,2100.0,,1720.0,0,0,0,0,1,1,136
1232,flat,godrej,sector 79,1.34,8524.0,1572.0,Super Built up area 1572(146.04 sq.m.),3,3,3,7.0,East,Relatively New,1572.0,,,0,0,0,0,0,0,158
1233,house,experion windchants,sector 112,7.99,12520.0,6382.0,Built Up area: 6382 (592.91 sq.m.),4,6,3,2.0,South-East,New Property,,6382.0,,0,1,1,1,0,1,129
1234,flat,paras dews,sector 106,1.32,5605.0,2355.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,11.0,South-West,Relatively New,2355.0,1535.0,1403.0,0,1,0,0,0,0,49
1235,flat,bestech park view residency,sector 2,1.4,7865.0,1780.0,Super Built up area 1780(165.37 sq.m.),3,3,3+,6.0,North,Old Property,1780.0,,,0,0,0,0,0,2,107
1236,flat,mvn athens,sohna road,0.26,5394.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,5.0,,Relatively New,,,481.684525,0,0,0,0,0,0,95
1237,house,independent,sector 70a,2.1,3889.0,5400.0,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,,New Property,,,600.0,0,0,0,0,0,0,0
1238,house,independent,sector 43,2.1,4250.0,4941.0,Plot area 61(51 sq.m.),10,10,3+,5.0,West,New Property,,549.0,,0,1,0,0,0,0,20
1239,flat,imperia the esfera,sector 37c,0.99,5455.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),3,4,3,9.0,North-East,Relatively New,1815.0,,1510.0,0,1,0,0,0,0,49
1240,flat,conscient heritage max,sector 102,1.78,9218.0,1931.0,Super Built up area 1931(179.4 sq.m.),3,4,3+,5.0,East,Moderately Old,1931.0,,,0,1,0,0,0,0,125
1241,flat,tulip violet,sector 69,1.95,9701.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,West,Relatively New,2010.0,,,0,0,0,0,0,0,157
1242,house,unitech espace,sector 50,7.5,34722.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3,3,2,2.0,West,Moderately Old,,241.0,240.0,0,1,0,0,0,1,66
1243,flat,shree vardhman victoria,sector 70,1.75,8204.0,2133.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7.0,,New Property,1950.0,,1161.0,0,1,0,1,0,0,37
1244,flat,eldeco accolade,sector 33,1.2,8043.0,1492.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,2,0.0,,Undefined,,1492.0,849.0,0,0,0,0,0,0,56
1245,house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,1449.0,Plot area 161(134.62 sq.m.),6,6,3+,3.0,East,Relatively New,,1449.0,,1,0,0,1,0,0,78
1246,flat,pioneer urban presidia,sector 62,7.15,16486.0,4337.0,Super Built up area 4337(402.92 sq.m.),4,5,3+,7.0,East,Relatively New,4337.0,,,1,1,1,0,0,1,158
1247,flat,ambience lagoon,sector 24,4.25,13281.0,3200.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3.0,East,Old Property,3200.0,,3156.0,0,1,1,0,0,1,131
1248,flat,zara aavaas,sector 104,0.4,7030.0,569.0,Super Built up area 568.46(52.81 sq.m.),2,2,1,4.0,North,Relatively New,568.46,,,0,0,0,0,0,0,52
1249,flat,m3m capital,sector 113,2.51,14800.0,1696.0,Super Built up area 1695(157.47 sq.m.),3,3,3+,2.0,North-West,Under Construction,1695.0,,,1,0,0,0,0,0,49
1250,house,independent,sector 24,2.75,7667.0,3587.0,Built Up area: 3000 (278.71 sq.m.),7,7,3+,3.0,North-East,Moderately Old,,3000.0,,0,0,0,0,1,1,0
1251,flat,vatika gurgaon,sector 83,0.75,6024.0,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2,2,2,19.0,East,Relatively New,1245.0,1150.0,1020.0,0,0,0,0,1,1,105
1252,flat,breez global heights,sohna road,0.25,7003.0,357.0,Super Built up area 414(38.46 sq.m.)Carpet area: 357 sq.ft. (33.17 sq.m.),1,1,1,1.0,,Relatively New,414.0,,357.0,0,0,0,0,0,0,57
1253,flat,emaar palm gardens,sector 83,1.8,9474.0,1900.0,Super Built up area 1900(176.52 sq.m.),3,3,3+,9.0,South,Relatively New,1900.0,,,0,0,0,0,0,0,55
1254,flat,spaze privy at,sector 84,1.24,6465.0,1918.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,8.0,North-East,Relatively New,1918.0,1650.0,1550.0,1,0,0,0,0,1,158
1256,flat,ss the leaf,sector 85,2.1,8721.0,2408.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3+,6.0,North,Relatively New,2408.0,,1685.0,0,1,0,0,0,0,156
1257,flat,tarc maceo,sector 91,1.4,7407.0,1890.0,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,7.0,North,Relatively New,1890.0,1700.0,1600.0,0,0,0,0,0,0,76
1258,house,independent,sector 13,0.9,11465.0,785.0,Plot area 785(72.93 sq.m.),5,4,3,3.0,North-West,Moderately Old,,785.0,,1,1,0,1,1,0,0
1259,flat,godrej summit,sector 104,1.35,5015.0,2692.0,Carpet area: 2692 (250.09 sq.m.),4,5,3+,0.0,South-East,Relatively New,,,2692.0,1,1,1,1,0,0,88
1260,flat,hcbs sports ville,sohna road,0.2,2667.0,750.0,Super Built up area 750(69.68 sq.m.)Built Up area: 743 sq.ft. (69.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,1,4.0,,New Property,750.0,743.0,600.0,0,0,0,0,0,0,15
1262,flat,dlf regal gardens,sector 90,1.3,7151.0,1818.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,7.0,South,Relatively New,1818.0,1700.0,1400.0,0,0,0,0,0,0,141
1263,flat,sobha city,sector 108,2.45,14040.0,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1460 sq.ft. (135.64 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,15.0,West,Relatively New,1745.0,1460.0,1320.0,0,0,0,0,0,0,49
1264,flat,ild greens,sector 37c,0.9,5614.0,1603.0,Super Built up area 1603(148.92 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.),3,3,3,0.0,North-East,Under Construction,1603.0,1500.0,,0,0,0,0,0,0,66
1266,flat,signature global city,sector 37d,0.68,11724.0,580.0,Carpet area: 580 (53.88 sq.m.),2,2,3,9.0,,New Property,,,580.0,0,0,0,0,1,0,58
1267,house,unitech nirvana birch court,sector 50,11.95,36883.0,3240.0,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderately Old,,3240.0,,1,1,0,0,0,0,101
1268,flat,shri ram apartments,sector 4,0.46,5111.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,1.0,East,Relatively New,,,900.0,0,0,0,0,0,1,69
1269,house,independent,sector 14,5.0,22222.0,2250.0,Plot area 250(209.03 sq.m.),3,3,3,1.0,South,Moderately Old,,2250.0,,0,0,0,0,0,0,25
1270,flat,bestech park view sanskruti,sector 92,1.83,7871.0,2325.0,Super Built up area 2325(216 sq.m.),4,3,3,8.0,East,New Property,2325.0,,,0,1,0,0,0,0,128
1271,flat,paras dews,sector 106,0.87,9255.0,940.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),2,2,3+,1.0,North-East,New Property,1385.0,1120.0,940.0,0,0,0,0,0,0,174
1273,flat,puri diplomatic greens,sector 111,2.58,11727.0,2200.0,Super Built up area 2200(204.39 sq.m.),3,4,2,9.0,East,Relatively New,2200.0,,,0,1,0,0,0,0,101
1274,flat,bptp astaire gardens,sector 70a,1.25,8772.0,1425.0,Super Built up area 1425(132.39 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,2,1.0,South-East,Relatively New,1425.0,1300.0,1200.0,0,0,0,0,1,0,49
1275,flat,signature global solera,sector 107,0.28,5726.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,6.0,West,Relatively New,,,489.0,0,0,0,0,0,0,45
1276,flat,vatika city,sector 49,3.6,11921.0,3020.0,Carpet area: 3020 (280.57 sq.m.),4,5,3,7.0,,Moderately Old,,,3020.0,0,1,0,1,0,2,15
1277,house,independent,sector 17,3.0,11111.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,,Undefined,,,2700.0,0,0,0,0,0,0,0
1278,flat,tulip violet,sector 69,1.55,9639.0,1608.0,Super Built up area 1608(149.39 sq.m.),3,3,2,2.0,East,Relatively New,1608.0,,,0,0,0,1,0,1,86
1279,flat,tulip violet,sector 69,2.0,9583.0,2087.0,Super Built up area 2087(193.89 sq.m.),4,4,2,0.0,South-East,Relatively New,2087.0,,,0,0,0,0,0,0,157
1280,flat,adani m2k oyster grande,sector 102,2.61,10046.0,2598.0,Super Built up area 2598(241.36 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,14.0,North-East,Relatively New,2598.0,2200.0,2000.0,1,1,0,0,0,0,21
1281,flat,m3m skywalk,sector 74,1.48,12333.0,1200.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,13.0,North-East,Relatively New,1400.0,1300.0,1200.0,0,0,1,0,0,0,158
1282,house,ansal sushant lok plots,sector 43,7.0,25926.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3+,3.0,North-East,Relatively New,,2700.0,,1,1,0,1,0,1,41
1283,flat,emaar gurgaon greens,sector 102,1.49,9030.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,North-East,Relatively New,1650.0,,1022.58,0,0,0,0,0,1,159
1284,flat,karmyogi apartment,sector 10a,2.3,6466.0,3557.0,Carpet area: 3556 (330.36 sq.m.),6,4,2,6.0,,Moderately Old,,,3556.0,0,0,0,0,0,0,0
1285,flat,conscient heritage max,sector 102,1.82,9372.0,1942.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,15.0,East,Moderately Old,1942.0,,,0,1,0,0,0,0,125
1286,house,independent,sector 57,8.31,24171.0,3438.0,Plot area 382(319.4 sq.m.),5,6,3+,4.0,North-East,Old Property,,3438.0,,1,1,1,1,0,0,34
1287,house,ansal sushant lok 2,sector 56,3.4,22222.0,1530.0,Plot area 170(142.14 sq.m.),6,6,3+,2.0,West,Moderately Old,,1530.0,,0,0,0,0,0,1,29
1288,flat,supertech hilltown,sector 2,0.8,5556.0,1440.0,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3,2,3,8.0,,Undefined,,1440.0,1080.0,0,0,0,0,0,0,0
1289,house,independent,sector 40,5.0,21124.0,2367.0,Plot area 263(219.9 sq.m.),9,9,3+,3.0,South-East,Relatively New,,2367.0,,0,0,0,1,0,1,66
1290,flat,bestech park view ananda,sector 81,1.45,8011.0,1810.0,Super Built up area 1810(168.15 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,8.0,North,Relatively New,1810.0,1650.0,1500.0,0,0,0,0,1,1,128
1291,flat,experion windchants,sector 112,5.2,10726.0,4848.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Relatively New,4848.0,3655.35,3500.0,0,1,0,1,0,1,174
1292,flat,dlf regal gardens,sector 90,1.25,5930.0,2108.0,Super Built up area 1720(159.79 sq.m.),3,3,3,18.0,North-East,Relatively New,1720.0,,,0,0,0,0,1,0,72
